tweet_id,airline_sentiment,negativereason,airline,name,text,tweet_created,tweet_location
568885117373927425,negative,Damaged Luggage,United,AlexanderPancoe,Review:  why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH,2015-02-20 13:29:16 -0800,Chicago
568884491294351360,negative,Customer Service Issue,United,ADolledUpBlog,Review:  why? So I can waste more of time on this airline to get an automated message? Disappointing as always.,2015-02-20 13:26:46 -0800,"Salt Lake City, UT"
568884473040752641,negative,Customer Service Issue,United,andreamvdlg,Review:  this means within one week i will have filed 2 compensation complaints to your website,2015-02-20 13:26:42 -0800,Edinbrah
568884344221081600,negative,Can't Tell,United,andreamvdlg,"Review:  not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated.",2015-02-20 13:26:11 -0800,Edinbrah
568884211739971584,positive,,United,d_goodspeed,“Review: : @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,2015-02-20 13:25:40 -0800,USA
568883744246878208,negative,Customer Service Issue,United,KennethRMurray,Review:  Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.,2015-02-20 13:23:48 -0800,"Kenosha, WI"
568883664219537408,neutral,,United,middlebrowmadam,Review:  this is for a check-in luggage. Employee told me not to include wheels in the dimensions.,2015-02-20 13:23:29 -0800,Southern California
568883475534745600,neutral,,United,dlm_3,Review:  dmangen@visualclubconcepts.com,2015-02-20 13:22:44 -0800,Global
568883108377808896,neutral,,United,Bigmenk65,"Review:  if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",2015-02-20 13:21:17 -0800,
568882789082222592,negative,Late Flight,United,andreamvdlg,Review:  this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.,2015-02-20 13:20:00 -0800,Edinbrah
568882601261273089,negative,Customer Service Issue,United,andreamvdlg,"Review:  its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark",2015-02-20 13:19:16 -0800,Edinbrah
568882449922416641,negative,Customer Service Issue,United,andreamvdlg,Review:  with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport,2015-02-20 13:18:40 -0800,Edinbrah
568882079091400705,negative,Bad Flight,United,justindoll,"Review:  Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly.",2015-02-20 13:17:11 -0800,"Salt Lake City, UT"
568881812174299137,negative,Can't Tell,United,ADolledUpBlog,Review:  I have never been so grossed out in my life. What a disappointment-yet again-flying with you.,2015-02-20 13:16:07 -0800,"Salt Lake City, UT"
568881593395208192,neutral,,United,SocialMktgFella,Review:  need to add service dog to my itinerary for tomorrow,2015-02-20 13:15:15 -0800,"San Francisco, CA"
568881580015366145,negative,Late Flight,United,ADolledUpBlog,"Review:  thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly",2015-02-20 13:15:12 -0800,"Salt Lake City, UT"
568881357583097857,negative,Bad Flight,United,d_goodspeed,Review:  just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO,2015-02-20 13:14:19 -0800,USA
568880036234682370,negative,Can't Tell,United,megane_ko,Review:  I can't even look at you right now. I'll call you when I'm not so mad.,2015-02-20 13:09:04 -0800,Montana
568878265814949889,neutral,,United,bugstory,Review:  DM ed u the request num,2015-02-20 13:02:02 -0800,"Baltimore, MD"
568878121958694912,negative,Customer Service Issue,United,bugstory,"Review:  I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach",2015-02-20 13:01:28 -0800,"Baltimore, MD"
568877993453420544,negative,Late Flight,United,LRuns4Cupcakes,"Review:  Nope, still sitting at the gate!",2015-02-20 13:00:57 -0800,NY
568877085479071744,neutral,,United,Gouwerijn,"Review:  bagage which i take to in the cabin i dont need to check-in,correct?",2015-02-20 12:57:21 -0800,Alphen aan den Rijn
568875530671554561,neutral,,United,bugstory,Review:  exactly,2015-02-20 12:51:10 -0800,"Baltimore, MD"
568874741249007616,negative,Late Flight,United,bugstory,Review:  the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey,2015-02-20 12:48:02 -0800,"Baltimore, MD"
568874496507174912,negative,Cancelled Flight,United,bugstory,"Review:  yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations",2015-02-20 12:47:03 -0800,"Baltimore, MD"
568873730182504448,positive,,United,dekt,Review:  thank you.. Appreciate the response,2015-02-20 12:44:01 -0800,San Francisco
568873474392854530,neutral,,United,youRsoMoney,Review:  Old school ride home to LAX from Houston #flyingRetro http://t.co/6asuwx3Kv0,2015-02-20 12:43:00 -0800,Los Angeles
568873031428415489,negative,Late Flight,United,ssapol5722,.Review:  I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight,2015-02-20 12:41:14 -0800,New Jersey
568872291427160065,neutral,,United,PaintboxGirl,Review:  mine is GJQX6J husband is A587CW (Can't DM for some reason.),2015-02-20 12:38:18 -0800,New York State
568872120471687168,positive,,United,urno12,Review:  thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines,2015-02-20 12:37:37 -0800,bonkers in Yonkers
568871357007704064,negative,Customer Service Issue,United,TaraNorden,Review:  Another terrible experience with United. Discrimination. Delays. And no help from customer service #united #notimpressed,2015-02-20 12:34:35 -0800,Chicago
568871340498821120,neutral,,United,bubnub,"Review:  Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?",2015-02-20 12:34:31 -0800,
568871143022731265,negative,Can't Tell,United,PaintboxGirl,"Review:  If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky",2015-02-20 12:33:44 -0800,New York State
568870394708545536,positive,,United,bugstory,Review:  sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,2015-02-20 12:30:45 -0800,"Baltimore, MD"
568868944557133825,negative,Late Flight,United,benjaminslavin,Review:  please provide update on UA 791. This flight has been stranded by united with no information from the crew on the plane.,2015-02-20 12:25:00 -0800,
568868515857321985,negative,Can't Tell,United,dcharb10,Review:  thanks for reminding me how much easier it is to fly Southwest!  Get more agents at sfo 25!,2015-02-20 12:23:17 -0800,Midwest
568868305697525761,positive,,United,BattierCCIpuppy,Review:  perfect! That works! Thank you!,2015-02-20 12:22:27 -0800,"Sacramento, CA"
568865640569806848,negative,Flight Booking Problems,United,abigailedge,"Review:  That's still one day over my visa expiring on June 9, which is why I booked my flight on that day.",2015-02-20 12:11:52 -0800,"Brighton, UK"
568864796717805568,neutral,,United,ScribblersNook,Review:  Followback so I can DM plz,2015-02-20 12:08:31 -0800,"Atlanta, GA"
568862914154770432,negative,Flight Attendant Complaints,United,GottaGoFlying,Review:  MIA-EWR #384 😄😄😄 excellent crew. EWR-IAD #3589 😡😡😡 No crew to load bags - waiting w/ door open freezing. 20 mins past departure.,2015-02-20 12:01:02 -0800,
568862907850743808,negative,Customer Service Issue,United,_jesseeka,Review:  your customer service is crap.,2015-02-20 12:01:00 -0800,Massachusetts
568860978231709697,negative,Flight Attendant Complaints,United,michaelotto71,Review:  thanks for having ground crews that are surprised when flights arrive. #beingsuckontarmacsucks!,2015-02-20 11:53:20 -0800,USA
568860389640962048,positive,,United,vnpeace,Review:  mechanical issue. Looks like they got it fixed! Thanks for your concern.,2015-02-20 11:51:00 -0800,
568860308980117504,negative,Cancelled Flight,United,Scottsimanek,Review:  UA1023 sitting on Tarmac at ORD when there are visibly gates open. Reassign our gate.,2015-02-20 11:50:41 -0800,
568859726315827200,positive,,United,AndyA3,Review:  thanks,2015-02-20 11:48:22 -0800,San Francisco
568859503472422912,negative,Flight Attendant Complaints,United,DT_Les,Review:  Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.,2015-02-20 11:47:29 -0800,
568859157253611520,negative,Customer Service Issue,United,DavidM2357,"Review:  No. SATO rebooked me. Just upset that my travel office had to fix this, and you couldn't.",2015-02-20 11:46:06 -0800,"Charleston, SC"
568858368829313024,negative,Can't Tell,United,StartupReport,Review:  kind of unnerving to watch the guy deicing your plane text on his phone the whole time http://t.co/QdXfT9qqT9,2015-02-20 11:42:58 -0800,Portland
568858361011154944,negative,Flight Booking Problems,United,AMaxwellKerr,Review:  refreshes my browser right before checkout.error load message. Ticket price increased $358 in a matter of sec. DoUNotWantMyBusiness?,2015-02-20 11:42:56 -0800,
568857956470517760,negative,Can't Tell,United,DubsterCali,Review:  @JedediahBila Why is United voted every year as one of the worst airlines? Do enjoy that title? You should give Jedediah free passes,2015-02-20 11:41:20 -0800,Corrupt California
568857374934601728,negative,longlines,United,shanp611,Review:  I think you should board from the back of the plane #whatstheholdup #CHItoCLE,2015-02-20 11:39:01 -0800,"Cleveland, OH"
568855505747095552,positive,,United,YouSoFancy,Review:  On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.,2015-02-20 11:31:36 -0800,Being not the one
568855468975759360,negative,Bad Flight,United,Paul_Faust,Review:  Thanks...seat made for a 6 year old and a broken TV. 20 flights/year...my last on your airline.,2015-02-20 11:31:27 -0800,New York
568855465842466817,neutral,,United,ItsmeAndrewC,Review:  UA6357 needs de-icing! Stat! We've waited our turn...,2015-02-20 11:31:26 -0800,
568855251123449856,neutral,,United,AndyA3,Review:  yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way,2015-02-20 11:30:35 -0800,San Francisco
568855071322198016,negative,Cancelled Flight,United,vnpeace,"Review:  @bobwesson fair enough United. everybody is doing the best they can. Although that ""slight delay"" is turning into a Cancelled Flightlation.",2015-02-20 11:29:52 -0800,
568854401802051584,negative,Lost Luggage,United,christinerimay,Review:  Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.,2015-02-20 11:27:12 -0800,Someplace saving something
568854214136479744,negative,Bad Flight,United,MikeJJT,Review:  worst flight experience I've ever had. Will never ever fly your airline again.,2015-02-20 11:26:28 -0800,"New York, NY"
568854082536001536,negative,Customer Service Issue,United,VCollins82,Review:  why do I have to go thru the details of the flight I want w/ the recording to then repeat ALL when a real person gets on the line?,2015-02-20 11:25:56 -0800,"Washington, DC "
568853249551409153,positive,,United,Easy_E_,Review:  Looks like they came through. Thanks again for the help.,2015-02-20 11:22:38 -0800,Tri State NY area...
568853244476309504,neutral,,United,ScribblersNook,Review:  anything yet JJ?,2015-02-20 11:22:36 -0800,"Atlanta, GA"
568851544537481216,negative,Customer Service Issue,United,bugstory,Review:  why would a person take hours and hours of wait time just to tell a lie,2015-02-20 11:15:51 -0800,"Baltimore, MD"
568851512509800448,negative,Customer Service Issue,United,ssapol5722,Review:  hey! DM not working. UA 307!,2015-02-20 11:15:43 -0800,New Jersey
568851396923146240,negative,Customer Service Issue,United,bugstory,Review:  the refund team is far from customer care courtesy they need training on work ethics. So it's like sir u r lying how can I help,2015-02-20 11:15:16 -0800,"Baltimore, MD"
568850852909342720,negative,Flight Booking Problems,United,DuncanKneeDeep,Review:  splitting up my flights quadruples the price,2015-02-20 11:13:06 -0800,The Gaming Cartel
5.68851E+17,negative,Customer Service Issue,United,bugstory,Review:  contd... I am being told that I am asking for a refund on a used ticket on a flight that got Cancelled Flightled how is the ticket used?,2015-02-20 11:13:00 -0800,"Baltimore, MD"
568850600261226496,negative,Customer Service Issue,United,bugstory,Review:  after several trials and several hours of waiting on phone to contact customer care to get my refund all I get is cold shoulder,2015-02-20 11:12:06 -0800,"Baltimore, MD"
568849007641911296,negative,Late Flight,United,PFcurator,Review:  I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather,2015-02-20 11:05:46 -0800,
568848928466198530,positive,,United,MarthaH65165635,Review:  since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,2015-02-20 11:05:27 -0800,
568848699960332288,negative,Cancelled Flight,United,PFcurator,Review:  what I don't understand isn't flight that I paid premium for getting Cancelled Flighted and the best you can do is next available flight...,2015-02-20 11:04:33 -0800,
568848259008962560,negative,Bad Flight,United,PamelaBacorn,"Review:  Flight is awful only one lavatory functioning, and people lining up, bumping, etc. because can't use 1st class bathroom. Ridiculous",2015-02-20 11:02:48 -0800,Santa Barbara CA
568847735530643457,neutral,,United,rkjohnson2,Review:  Are the current on board food menus available anywhere online?,2015-02-20 11:00:43 -0800,
568847616404004864,neutral,,United,VidFall,Review:  Airlines Is Changing Its MileagePlus Program: Winners And Losers http://t.co/F1yvAiO9ul http://t.co/vGlx6Ykwqg,2015-02-20 11:00:15 -0800,USA
568847199460835328,negative,Late Flight,United,geoff_lane,Review:  actually we aren't. Still parked here.,2015-02-20 10:58:35 -0800,D.C.
568846499431337984,neutral,,United,ant_kneee,"Can I put sun in my carry on? RT “Review: : @ant_kneee Right now 0 would be a heat wave, so enjoy the warmth! Can you bring some home? ^JJ”",2015-02-20 10:55:48 -0800,Chicago & Worldwide
568845724110213120,positive,,United,rockstarbrands,Review:  Thanks!,2015-02-20 10:52:43 -0800,YHZ
568845539405656064,positive,,United,Easy_E_,Review:  thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.,2015-02-20 10:51:59 -0800,Tri State NY area...
568844772191940608,negative,Flight Booking Problems,United,DuncanKneeDeep,Review:  Why can I only apply one travel certificate per itinerary even when I have multiple flights?,2015-02-20 10:48:56 -0800,The Gaming Cartel
568844097374560256,positive,,United,alinosa,Review:  appreciate the sentiment and you were able to get me off the ground;still missed connection,2015-02-20 10:46:16 -0800,South Texas
568844078730727424,negative,Flight Booking Problems,United,paul_chard63,"Review:  I log in, view reservations, try view specific reservation &amp; takes me back to login page,",2015-02-20 10:46:11 -0800,"Celebration, FL "
568842531531681792,neutral,,United,paul_chard63,"Review:  it just goes round &amp; round, it's be going on for weeks,",2015-02-20 10:40:02 -0800,"Celebration, FL "
568842357069770752,positive,,United,datachick,Thank you Review:  for your prompt assistance.,2015-02-20 10:39:21 -0800,"Toronto, ON"
568841631585021952,negative,Lost Luggage,United,iamawarplane,Review:  3 times my flight has been delayed and I miss my next flight. This time you've lost my baggage. No clean clothes. $337 flight. Thx!,2015-02-20 10:36:28 -0800,"Austin, Texas"
568841528455659520,neutral,,United,dlm_3,Review:  I looked on the email chain and there is not one,2015-02-20 10:36:03 -0800,Global
568840701850419200,negative,Flight Booking Problems,United,mikebrandes,Review:  why the hell do my miles expire? Was really looking forward to accruing enough for a free flight in 10 years.,2015-02-20 10:32:46 -0800,"Minneapolis, MN"
568837615220166657,positive,,United,SoyCoder,Review:  thanks for more timely updates.,2015-02-20 10:20:30 -0800,
568837168350699520,neutral,,United,BananaPants06,Review:  Do you also want the naming rights to my first child so I can fly home and visit with my mother and avoid more winter depression?,2015-02-20 10:18:44 -0800,Chicago
568836728716333056,negative,Lost Luggage,United,Eileen429,Review:  I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler,2015-02-20 10:16:59 -0800,"Red Bank, NJ"
568836642825375744,negative,Can't Tell,United,VitalMX,Review:  I get that. But doing it by giving inaccurate/misleading info doesn't seem like a great way to do it. #hopethegearmakesitintact,2015-02-20 10:16:38 -0800,
568835810532794368,negative,Late Flight,United,geoff_lane,Review:  cleaning a regional jet takes an hour?,2015-02-20 10:13:20 -0800,D.C.
568835255722860544,positive,,United,lcadler,Review:  Baggage check in and in flight crew the friendliest ever Flight#417 ogg to Lax !!!,2015-02-20 10:11:08 -0800,
568835134603931649,neutral,,United,ssegraves,Review:  thanks. That means I have 30 minutes to make my international connection to HKG,2015-02-20 10:10:39 -0800,PDX / LGA / TXL / ✈
568834890046832640,neutral,,United,dizbaa1,Review:  @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.,2015-02-20 10:09:40 -0800,
568834851517771776,negative,Customer Service Issue,United,BananaPants06,"Review:  You just tried to charge $750 for a $539 flight when I tried to make a change over the phone, not including $200 change fee. WTF?",2015-02-20 10:09:31 -0800,Chicago
568834824410148864,positive,,United,mom23185,Review:  Thank you for your offer! All sorted out :-),2015-02-20 10:09:25 -0800,
5.68835E+17,neutral,,United,ScribblersNook,Review:  workin on it. Waiting on him to reply.,2015-02-20 10:09:19 -0800,"Atlanta, GA"
568833209288372224,negative,Late Flight,United,ssegraves,Review:  Flight 395. Rolling delay of 1 hour 42 minutes,2015-02-20 10:03:00 -0800,PDX / LGA / TXL / ✈
568832931382366209,negative,Late Flight,United,ScribblersNook,Review:  I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days,2015-02-20 10:01:53 -0800,"Atlanta, GA"
568832749093687296,positive,,United,Mammothchowder,Review:  I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,2015-02-20 10:01:10 -0800,Mammoth Lakes
568832682269888512,positive,,United,traceyleffler,Review:  of course not. The inflight crew was great!,2015-02-20 10:00:54 -0800,"Boston, MA"
568832576468746240,positive,,United,DanSeldow,"Review:  well played, ^LO.",2015-02-20 10:00:29 -0800,New Jersey
568832394196684800,positive,,United,Westonworld,Review:  The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.,2015-02-20 09:59:45 -0800,
568832151119990784,negative,Customer Service Issue,United,paul_chard63,Review:  your website is a complete joke when using safari!,2015-02-20 09:58:47 -0800,"Celebration, FL "
568831929102913536,negative,Bad Flight,United,Mortars254,Review:  the new seats on the Canadaair regional jets just plain suck.,2015-02-20 09:57:54 -0800,The Commonwealth of Virginia
568831798857195520,neutral,,United,LifeofPL,Review:  I'm in another country - please Cancelled Flight my reservation. I've booked through Swiss air,2015-02-20 09:57:23 -0800,
568831574474661888,negative,Damaged Luggage,United,mrphoto,Review:  airlines abuse your expensive video equipment and overcharge you for the privilege http://t.co/SdyLuKR7pt via @robthecameraman,2015-02-20 09:56:30 -0800,"Chew Valley, North Somerset UK"
568830996365193216,neutral,,United,pacers49,Review:  found the flight on @airfarewatchdog,2015-02-20 09:54:12 -0800,
568830888089423872,negative,Late Flight,United,theoli_co,Review:  that's the reply? Lol hoping that at least the new plane was maintained before the flight. 😒,2015-02-20 09:53:46 -0800,"Newark, NJ"
568830757730422784,negative,Can't Tell,United,abigailedge,Review:  Did somebody say flight upgrade?,2015-02-20 09:53:15 -0800,"Brighton, UK"
568830614289252352,neutral,,United,LRuns4Cupcakes,Review:  DM sent.,2015-02-20 09:52:41 -0800,NY
568829906584346624,negative,Late Flight,United,SoyCoder,Review:  how is it tripitPro has accurate delayed dept. times and 2hours Late Flightr I hear the same from you? Just curious,2015-02-20 09:49:52 -0800,
568828543423123456,negative,Can't Tell,United,riad_otoum,"Review:  I can tell you. Your airline has lost mine and my families business. 
This day and age message through Twitter travels fast.",2015-02-20 09:44:27 -0800,"Louisville, KY"
568828240502128640,negative,Customer Service Issue,United,ScribblersNook,Review:  trying to reach him for the number. At last they have him on standbye and gave him 1 meal voucher for a potential 2 day standbye!,2015-02-20 09:43:15 -0800,"Atlanta, GA"
568828240204333056,negative,Customer Service Issue,United,riad_otoum,Review:  this is very disappointing. This is about customer service.,2015-02-20 09:43:15 -0800,"Louisville, KY"
568828064152424448,negative,Late Flight,United,hplager,"Review:  boarded 6373 on time, deplaned, and now 100 minutes delay. No transparency during. Can't wait to give up my gold status for AA.",2015-02-20 09:42:33 -0800,Bay Area
568827741832916994,negative,Customer Service Issue,United,44Stocker,Review:  @44Stocker my wife Sarah stocker did also called but could not connect me to customer service,2015-02-20 09:41:16 -0800,
568827677001428992,negative,Customer Service Issue,United,MR_G_LISTER,"Review:  Once again I am victim to the scam that is your SHIT Customer Service, this time the agent hung up on me WTF do you teach your staff",2015-02-20 09:41:01 -0800,"Benice Veach, CA"
568826499597524992,negative,Flight Attendant Complaints,United,44Stocker,Review:  flight 1219. My frustration boiled over after dealing with attendant. Her attitude was ridiculous.,2015-02-20 09:36:20 -0800,
568826225621405696,negative,Late Flight,United,BpfallonNYC,Review:  nice to know that 3 hours of my time is worth $7.99. Free DirectTV for everyone! Ever hear of preventative maintenance?,2015-02-20 09:35:15 -0800,
568826215089475584,negative,Customer Service Issue,United,dlm_3,Review:  that may be true however after 4 weeks matter is still unresolved and I can not get through to a supervisor or manager to help,2015-02-20 09:35:12 -0800,Global
568825791644966912,negative,Late Flight,United,LRuns4Cupcakes,Review:  obviously no one knows a darn thing around here.  What are we to do if this does not get resolved? http://t.co/Ph8QJzaPKx,2015-02-20 09:33:31 -0800,NY
568825730718666754,neutral,,United,LifeofPL,"Review:  so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?",2015-02-20 09:33:17 -0800,
568825463918833664,negative,Flight Attendant Complaints,United,LRuns4Cupcakes,Review:  I have those notifications yet the staff on board say that is not accurate and they have no departure time.,2015-02-20 09:32:13 -0800,NY
568824987244584961,negative,Bad Flight,United,markbrownwriter,Review:  I'm not know if the seats are actually narrower than other seats but they feel like it. Or maybe I'm extra bloated.,2015-02-20 09:30:19 -0800,"Studio City, CA"
568823775745028096,negative,Customer Service Issue,United,LRuns4Cupcakes,Review:  DM sent.  This lack if customer service is getting ridiculous.,2015-02-20 09:25:31 -0800,NY
568822919633240064,negative,Late Flight,United,alinosa,Review:  delayed going home AGAIN. Getting really tired of delays.,2015-02-20 09:22:06 -0800,South Texas
568822440631144448,positive,,United,Sweet_Curly,Review:  a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.,2015-02-20 09:20:12 -0800,
568821307766222848,negative,Flight Booking Problems,United,LifeofPL,Review:  uh - I booked it through the UA website. Why the price change?,2015-02-20 09:15:42 -0800,
568821261767303168,negative,Cancelled Flight,United,Eileen429,Review:  I'm rebooked. Getting home 4 hours Late Flightr then planned. What are the chances I'll ever see my bag again? #unhappytraveler,2015-02-20 09:15:31 -0800,"Red Bank, NJ"
568820700489781248,negative,Flight Booking Problems,United,n_moffitt,"Review:  United Club team is A+ &amp; got me a seat Late Flightr. Still, not sure why a last min UAL Cancelled Flightlation costs me $ yet overbooked folks get $?",2015-02-20 09:13:17 -0800,Denver
568819406207356928,negative,Late Flight,United,RickWasfy,"Review:  will flight 5559 to YYC be providing free food when we are allowed back on board  after the ""broken lightbulb""",2015-02-20 09:08:09 -0800,Calgary
568819285990215680,negative,Customer Service Issue,United,mariel_soraya,Review:  I was not looking for the fare to be returned on the companion flight.  don't understand why an additional $200 fee was necessary.,2015-02-20 09:07:40 -0800,
568819025733652481,positive,,United,TaylorWoot,"Review:  thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers",2015-02-20 09:06:38 -0800,Easley SC
568818998445522944,neutral,,United,rockstarbrands,Review:  I left headphones in 2A on UA4689 from YHZ-EWR. It's a long shot to see them again. But worth a tweet anyway!,2015-02-20 09:06:32 -0800,YHZ
568818346042339328,neutral,,United,jcpowell1285,Review:  129 thousand fans of @JedediahBila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,2015-02-20 09:03:56 -0800,
568818335200223232,positive,,United,alexster4324,Review:  can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH,2015-02-20 09:03:53 -0800,
568817985147654144,negative,Can't Tell,United,AndyA3,Review:  flight 5187 to be specific. The last two were probably 30 feet apart and within sight of each other,2015-02-20 09:02:30 -0800,San Francisco
568817894030741504,positive,,United,redirsrm,Review:  love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied,2015-02-20 09:02:08 -0800,
568817637754593280,negative,Lost Luggage,United,NorbertJaw,Review:  Without baggage for 5 days and can't get an update from Houston airport since Monday. Worst service ever!,2015-02-20 09:01:07 -0800,
568817350864023552,negative,Can't Tell,United,AndyA3,Review:  yes to three different checkers along the walk to the plane. Overkill,2015-02-20 08:59:59 -0800,San Francisco
568815893641211905,negative,Flight Booking Problems,United,karenharbert,Review:  Bummer. Might have to go with @AmericanAir card instead. TY for response though.,2015-02-20 08:54:11 -0800,"Columbia, MO"
568815686446788608,neutral,,United,OliviaFett,"“Review: : @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues",2015-02-20 08:53:22 -0800,"Texas, duh! "
568815660815519744,negative,Can't Tell,United,riad_otoum,Review:  or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo,2015-02-20 08:53:16 -0800,"Louisville, KY"
568815514702770176,neutral,,United,riad_otoum,Review:  please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade,2015-02-20 08:52:41 -0800,"Louisville, KY"
568815354388078593,negative,Lost Luggage,United,Frannyonthego,"Review:  made to check in my carry on from Flight 1449 PBI to Newark. Plane luggage stow not full. U r costing me time, money &amp; aggravation!",2015-02-20 08:52:03 -0800,NYC
568815310016548865,negative,Customer Service Issue,United,riad_otoum,Review:  I have no way to contact her while she is in flight. This does not work for me. Her father is about to pass and is heading to Denver,2015-02-20 08:51:52 -0800,"Louisville, KY"
568815280903864321,negative,Can't Tell,United,robthecameraman,"Review:  we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/Pd3nbAAkxH",2015-02-20 08:51:45 -0800,Tetbury
568815263900180480,positive,,United,Gouwerijn,Review:  thnx!,2015-02-20 08:51:41 -0800,Alphen aan den Rijn
568814123540221952,negative,Customer Service Issue,United,LifeofPL,Review:  - please help regarding PNR A3ZZ0F. Why am I now waitlisted for a flight?,2015-02-20 08:47:09 -0800,
568813570709782529,neutral,,United,_mhertz,Review:  just emailed Jim Compton and Jeff Smisek so hopefully you pay attention now,2015-02-20 08:44:57 -0800,
568813431962226688,negative,Can't Tell,United,_mhertz,Review:  I hope you have a solution or insurance to cover this issue,2015-02-20 08:44:24 -0800,
568813356296982528,negative,Customer Service Issue,United,_mhertz,Review:  customer service has no solution and now we might miss a show because of them,2015-02-20 08:44:06 -0800,
568813269906890753,negative,Late Flight,United,_mhertz,Review:  deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss,2015-02-20 08:43:46 -0800,
568812829324775428,negative,Late Flight,United,JBrazie,Review:  FLT 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail,2015-02-20 08:42:01 -0800,
568812129308053504,negative,longlines,United,barry_croker,Review:  not anymore.  Finally was ticketed 5 min before takeoff.  Not sure why the confusion with a full-fare GSA ticket.,2015-02-20 08:39:14 -0800,Manassas VA
568811854216105984,neutral,,United,karenharbert,Review:  Do miles earned with Explorer card count toward lifetime miles?,2015-02-20 08:38:08 -0800,"Columbia, MO"
568810874204327936,negative,Lost Luggage,United,ParsnipButter,"Review:  yes, but they still don't know where it is.  I've been told it might be on a flight, but now no one can confirm it.",2015-02-20 08:34:15 -0800,
568810866830913536,neutral,,United,lifeisabeech8,Review:  what do I do if something is missing from my checked baggage?,2015-02-20 08:34:13 -0800,
568810700828741633,negative,Lost Luggage,United,TaylorWoot,"Review:  wind chill in Ithica -17 degrees, and for the trouble of losing my clothes they give me a t-shirt. I'll burn it for warmth. #united",2015-02-20 08:33:33 -0800,Easley SC
568810539939459072,positive,,United,rdahlstrom99,"Review:  Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better.",2015-02-20 08:32:55 -0800,"ÜT: 40.635407,-73.991869"
568810516740644864,neutral,,United,kamaro67,Review:  Frontier is currently offering their weather exceptions for this weekend. When is United?,2015-02-20 08:32:49 -0800,
568810180269494272,negative,Late Flight,United,JedediahBila,"Review:  I will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board.",2015-02-20 08:31:29 -0800,"New York City, baby"
568809620019527680,negative,Late Flight,United,admiralkate,"Review:  crew has been notified, passenger moved but water not fixed. Now on tarmac two hours",2015-02-20 08:29:16 -0800,
